구 분,당기말,전기말
기금이 적립된 확정급여채무의 현재가치,11959655.0,10729126.0
기금이 적립되지 않은 확정급여채무의 현재가치,22672.0,29546.0
소 계,11982327.0,10758672.0
사외적립자산의 공정가치,-15728024.0,-15168895.0
순확정급여부채(자산) 계,-3745697.0,-4410223.0
