구 분,당기말,전기말
12개월 이내에 회수(결제)될 이연법인세자산(부채),5055283.0,2267807.0
12개월 이후에 회수(결제)될 이연법인세자산(부채),4876075.0,-125295.0
계,9931358.0,2142512.0
