구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
관계기업 및 공동기업,삼성에스디에스㈜,212376.0,0.0,1672853.0,348752.0
관계기업 및 공동기업,삼성전기㈜,60343.0,767.0,919709.0,120.0
관계기업 및 공동기업,삼성SDI㈜,60325.0,0.0,422836.0,24874.0
관계기업 및 공동기업,㈜제일기획,31194.0,0.0,931489.0,361.0
관계기업 및 공동기업,기타,617779.0,0.0,881585.0,10224.0
관계기업 및 공동기업,계,982017.0,767.0,4828472.0,384331.0
그 밖의 특수관계자,삼성물산㈜,44359.0,0.0,84635.0,7018252.0
그 밖의 특수관계자,기타,283122.0,188.0,602014.0,132512.0
그 밖의 특수관계자,계,327481.0,188.0,686649.0,7150764.0
기타(*2),삼성엔지니어링㈜,1490.0,0.0,32677.0,3106154.0
기타(*2),㈜에스원,7530.0,0.0,428907.0,45864.0
기타(*2),기타,136969.0,0.0,251907.0,540591.0
기타(*2),계,145989.0,0.0,713491.0,3692609.0
