구 분,당기말,전기말
할인율:,할인율:,할인율:
1%p 증가,11947468.0,10888509.0
1%p 감소,14615589.0,13258187.0
임금상승률:,임금상승률:,임금상승률:
1%p 증가,14591538.0,13242324.0
1%p 감소,11943514.0,10880916.0
