구 분,당기말 | 매출채권,당기말 | 미수금,전기말 | 매출채권,전기말 | 미수금
채권액,23771781.0,2340658.0,20463848.0,2506192.0
차감: 대손충당금,-257769.0,-16347.0,-212384.0,-20482.0
소 계,23514012.0,2324311.0,20251464.0,2485710.0
차감: 장기 채권,0.0,-4529.0,0.0,-170887.0
유동항목,23514012.0,2319782.0,20251464.0,2314823.0
