기업명,당기 | 자산,당기 | 부채,당기 | 매출액,당기 | 당기순손실,전기 | 자산,전기 | 부채,전기 | 매출액,전기 | 당기순손실
Toshiba Samsung Storage  Technology Japan,50004.0,88617.0,117125.0,-29927.0,88989.0,100917.0,395211.0,-20642.0
