구 분,당기말 | 매출채권,당기말 | 미수금,전기말 | 매출채권,전기말 | 미수금
채권액,20463848.0,2506192.0,19136771.0,3235872.0
차감: 대손충당금,-212384.0,-20482.0,-195985.0,-9313.0
소 계,20251464.0,2485710.0,18940786.0,3226559.0
차감: 장기 채권,0.0,-170887.0,0.0,-7586.0
유동항목,20251464.0,2314823.0,18940786.0,3218973.0
