과 목,주석,제 47 (당) 기,제 47 (당) 기_2,제 46 (전) 기,제 46 (전) 기_2
Ⅰ. 당기순이익,,,12238469.0,,14591781.0
Ⅱ. 기타포괄손익,,,-401296.0,,-1026468.0
후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,225048.0,,-572373.0
1. 순확정급여자산 재측정요소,"17, 23",225048.0,,-572373.0,
후속적으로 당기손익으로 재분류되는 포괄손익,,,-626344.0,,-454095.0
1. 매도가능금융자산평가손익,"9, 23",-626344.0,,-454095.0,
Ⅲ. 총포괄이익,,,11837173.0,,13565313.0
