기업명,당기 | 자산,당기 | 부채,당기 | 매출액,당기 | 당기순이익,전기 | 자산,전기 | 부채,전기 | 매출액,전기 | 당기순이익
Toshiba Samsung Storage  Technology Japan,88989.0,100917.0,395211.0,-20642.0,234785.0,160946.0,183608.0,-24594.0
