구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
종속기업,삼성디스플레이㈜,283011.0,0.0,981927.0,0.0
종속기업,"Samsung Electronics America, Inc. (SEA)",35303291.0,632.0,209912.0,0.0
종속기업,Samsung Asia Pte. Ltd. (SAPL),42.0,0.0,30982.0,0.0
종속기업,Harman과 그 종속기업(*2),0.0,0.0,76891.0,0.0
종속기업,"Samsung (China) Semiconductor Co., Ltd. (SCS)",184796.0,10644.0,9679473.0,5534.0
종속기업,"Samsung Electronics Vietnam THAINGUYEN Co., Ltd. (SEVT)",8668668.0,0.0,25941259.0,831.0
종속기업,"Samsung (CHINA) Investment Co., Ltd. (SCIC)",1588710.0,0.0,9035.0,0.0
종속기업,"Samsung Semiconductor, Inc. (SSI)",40907261.0,0.0,532962.0,0.0
종속기업,"Samsung Electronics Vietnam Co., Ltd. (SEV)",5804935.0,256.0,16441332.0,50.0
종속기업,Samsung Electronics Europe Holding Cooperatief U.A. (SEEH),0.0,0.0,0.0,0.0
종속기업,Samsung Austin Semiconductor LLC. (SAS),1053.0,0.0,3663909.0,2457.0
종속기업,"Samsung Display Vietnam Co., Ltd. (SDV)",2073972.0,0.0,0.0,0.0
종속기업,Samsung India Electronics Private Ltd. (SIEL),7439341.0,112.0,5798974.0,0.0
종속기업,"Shanghai Samsung Semiconductor Co., Ltd. (SSS)",16490821.0,0.0,47.0,0.0
종속기업,Samsung Eletronica da Amazonia Ltda. (SEDA),1262369.0,0.0,2174.0,0.0
종속기업,"Samsung Electronics HCMC CE Complex Co., Ltd. (SEHC)",628854.0,2791.0,4830861.0,1680.0
종속기업,"Thai Samsung Electronics Co., Ltd. (TSE)",1578349.0,0.0,2615512.0,0.0
종속기업,Samsung Electronics (UK) Ltd. (SEUK),1529791.0,0.0,98891.0,0.0
종속기업,Samsung Electronics Benelux B.V. (SEBN),788385.0,0.0,2333.0,0.0
종속기업,Samsung Electronics Hungarian Private Co. Ltd. (SEH),408409.0,141.0,2191.0,0.0
종속기업,Samsung Electronics Europe Logistics B.V. (SELS),4772554.0,0.0,5104.0,0.0
종속기업,"Samsung Display Dongguan Co., Ltd. (SDD)",249142.0,0.0,0.0,0.0
종속기업,세메스㈜,8224.0,0.0,2283556.0,0.0
종속기업,Samsung Electronics GmbH (SEG),3865859.0,0.0,6948.0,0.0
종속기업,Samsung Electronics Mexico S.A. De C.V. (SEM),2442869.0,0.0,6950.0,0.0
종속기업,기타,58705560.0,4198.0,23123295.0,2213.0
종속기업,계,194986266.0,18774.0,96344518.0,12765.0
