구분,기업명,매출 등,비유동자산 처분,매입 등,비유동자산 매입
관계기업 및 공동기업,삼성에스디에스,22933.0,0.0,1682403.0,173357.0
관계기업 및 공동기업,삼성전기,22631.0,110.0,1015965.0,0.0
관계기업 및 공동기업,삼성카드,7634.0,0.0,16973.0,170739.0
관계기업 및 공동기업,기타,248741.0,11080.0,439192.0,52305.0
관계기업 및 공동기업,관계기업 및 공동기업 계,301939.0,11190.0,3154533.0,396401.0
그 밖의 특수관계자,삼성물산(*),6308.0,0.0,98227.0,374046.0
그 밖의 특수관계자,삼성SDI,35911.0,324246.0,496217.0,345835.0
그 밖의 특수관계자,기타,112803.0,0.0,286599.0,0.0
그 밖의 특수관계자,그 밖의 특수관계자 계,155022.0,324246.0,881043.0,719881.0
