구 분,당기말,전기말
12개월 이내에 회수(결제)될 이연법인세자산(부채),2267807.0,2837162.0
12개월 이후에 회수(결제)될 이연법인세자산(부채),-125295.0,-1626062.0
계,2142512.0,1211100.0
