과 목,주 석,제 54 (당) 기,제 54 (당) 기_2,제 53 (전) 기,제 53 (전) 기_2
Ⅰ. 당기순이익,,,25418778.0,,30970954.0
Ⅱ. 기타포괄손익,,,613118.0,,-613225.0
후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,613118.0,,-613225.0
1. 기타포괄손익-공정가치금융자산평가손익,"6, 20",-208883.0,,-99916.0,
2. 순확정급여부채(자산) 재측정요소,"14, 20",822001.0,,-513309.0,
후속적으로 당기손익으로 재분류되는 포괄손익,,,0.0,,0.0
Ⅲ. 총포괄손익,,,26031896.0,,30357729.0
