구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
관계기업 및 공동기업,삼성에스디에스㈜,201304.0,0.0,1801672.0,283411.0
관계기업 및 공동기업,삼성전기㈜,65765.0,0.0,786087.0,0.0
관계기업 및 공동기업,삼성SDI㈜,68343.0,0.0,374035.0,31668.0
관계기업 및 공동기업,㈜제일기획,36020.0,0.0,907775.0,1163.0
관계기업 및 공동기업,기타,601887.0,0.0,968224.0,9167.0
관계기업 및 공동기업,계,973319.0,0.0,4837793.0,325409.0
그 밖의 특수관계자,삼성물산㈜,23156.0,70.0,57652.0,5588270.0
그 밖의 특수관계자,기타,468819.0,0.0,762644.0,190405.0
그 밖의 특수관계자,계,491975.0,70.0,820296.0,5778675.0
기타(*2),삼성이앤에이㈜,1162.0,0.0,31957.0,2747278.0
기타(*2),㈜에스원,4532.0,0.0,444657.0,23479.0
기타(*2),기타,200836.0,0.0,281667.0,512899.0
기타(*2),계,206530.0,0.0,758281.0,3283656.0
