구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
관계기업 및 공동기업,삼성에스디에스㈜,103524.0,21504.0,1960668.0,271717.0
관계기업 및 공동기업,삼성전기(주),37521.0,0.0,793001.0,0.0
관계기업 및 공동기업,삼성SDI(주),70196.0,0.0,326467.0,20515.0
관계기업 및 공동기업,(주)제일기획,34803.0,0.0,934551.0,7125.0
관계기업 및 공동기업,기타,641033.0,122.0,982206.0,8264.0
관계기업 및 공동기업,계,887077.0,21626.0,4996893.0,307621.0
그 밖의 특수관계자,삼성물산㈜,12795.0,0.0,119056.0,5658238.0
그 밖의 특수관계자,기타,629744.0,0.0,642110.0,161448.0
그 밖의 특수관계자,계,642539.0,0.0,761166.0,5819686.0
기타(*2),삼성이앤에이㈜,2244.0,0.0,57371.0,4209500.0
기타(*2),㈜에스원,8812.0,0.0,452836.0,38931.0
기타(*2),기타,207490.0,0.0,251877.0,894163.0
기타(*2),계,218546.0,0.0,762084.0,5142594.0
