금융부채,상각후원가 측정 금융부채,기타금융부채(*),계
매입채무,10287967.0,0.0,10287967.0
단기차입금,0.0,11110972.0,11110972.0
미지급금,18331728.0,0.0,18331728.0
유동성장기부채,21997265.0,266961.0,22264226.0
사채,14530.0,0.0,14530.0
장기차입금,0.0,795703.0,795703.0
장기미지급금,4383749.0,0.0,4383749.0
기타,4893869.0,0.0,4893869.0
계,59909108.0,12173636.0,72082744.0
