구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
종속기업,삼성디스플레이㈜,6081548.0,0.0,1978814.0,0.0
종속기업,"Samsung Electronics America, Inc. (SEA)",29191890.0,49.0,239434.0,0.0
종속기업,Samsung Asia Pte. Ltd. (SAPL),45.0,0.0,19630.0,0.0
종속기업,Samsung Austin Semiconductor LLC. (SAS),92.0,0.0,4998728.0,0.0
종속기업,"Samsung Semiconductor, Inc. (SSI)",42993409.0,0.0,952847.0,0.0
종속기업,Harman과 그 종속기업(*2),1691.0,0.0,86182.0,0.0
종속기업,"Samsung (China) Semiconductor Co., Ltd. (SCS)",305793.0,13573.0,11179941.0,4579.0
종속기업,"Samsung (CHINA) Investment Co., Ltd. (SCIC)",2623756.0,0.0,14749.0,0.0
종속기업,"Samsung Electronics Vietnam THAINGUYEN Co., Ltd. (SEVT)",2822390.0,461.0,22021129.0,4070.0
종속기업,Samsung India Electronics Private Ltd. (SIEL),3382049.0,0.0,6247023.0,0.0
종속기업,Samsung Electronics Europe Holding Cooperatief U.A. (SEEH),0.0,0.0,0.0,0.0
종속기업,"Samsung Electronics Vietnam Co., Ltd. (SEV)",1715000.0,0.0,14392955.0,132.0
종속기업,"Samsung Display Vietnam Co., Ltd. (SDV)",1567614.0,0.0,0.0,0.0
종속기업,"Shanghai Samsung Semiconductor Co., Ltd. (SSS)",28414204.0,0.0,0.0,0.0
종속기업,"Samsung Electronics HCMC CE Complex Co., Ltd. (SEHC)",508390.0,272.0,6049850.0,0.0
종속기업,Samsung Eletronica da Amazonia Ltda. (SEDA),2470490.0,149.0,6434.0,0.0
종속기업,Samsung Electronics (UK) Ltd. (SEUK),1921656.0,0.0,116400.0,0.0
종속기업,"Thai Samsung Electronics Co., Ltd. (TSE)",2283763.0,20.0,2158606.0,0.0
종속기업,"Samsung International, Inc. (SII)",259766.0,1753.0,7316100.0,0.0
종속기업,"Samsung Electronics Taiwan Co., Ltd. (SET)",4652560.0,0.0,1490.0,0.0
종속기업,세메스㈜,6286.0,0.0,1973123.0,0.0
종속기업,Samsung Electronics GmbH (SEG),3367756.0,0.0,7298.0,0.0
종속기업,Samsung Electronics Mexico S.A. De C.V. (SEM),2982398.0,0.0,10331.0,0.0
종속기업,Samsung Electronics Europe Logistics B.V. (SELS),6291992.0,0.0,3153.0,0.0
종속기업,Samsung Electronics Benelux B.V. (SEBN),931126.0,0.0,937.0,0.0
종속기업,기타,50898717.0,22109.0,13541160.0,7969.0
종속기업,계,195674381.0,38386.0,93316314.0,16750.0
