구 분,당기말,전기말
기금이 적립된 확정급여채무의 현재가치,13152202.0,11959655.0
기금이 적립되지 않은 확정급여채무의 현재가치,25500.0,22672.0
소 계,13177702.0,11982327.0
사외적립자산의 공정가치,-15427494.0,-15728024.0
순확정급여부채(자산) 계,-2249792.0,-3745697.0
