구분,기업명(*1),채권 등,채무 등(*2)
관계기업 및 공동기업,삼성에스디에스㈜,23133.0,569158.0
관계기업 및 공동기업,삼성전기㈜,4039.0,66901.0
관계기업 및 공동기업,삼성SDI㈜,114061.0,33653.0
관계기업 및 공동기업,㈜제일기획,69.0,425271.0
관계기업 및 공동기업,기타,156624.0,197504.0
관계기업 및 공동기업,계,297926.0,1292487.0
그 밖의 특수관계자,삼성물산㈜,181822.0,1781431.0
그 밖의 특수관계자,기타,14747.0,179533.0
그 밖의 특수관계자,계,196569.0,1960964.0
기타(*3),삼성이앤에이㈜,475.0,1870246.0
기타(*3),㈜에스원,2330.0,50798.0
기타(*3),기타,3489.0,599373.0
기타(*3),계,6294.0,2520417.0
