과 목,주 석,제 56 (당) 기,제 56 (당) 기_2,제 55 (전) 기,제 55 (전) 기_2
Ⅰ. 당기순이익,,,23582565.0,,25397099.0
Ⅱ. 기타포괄손익,,,-352470.0,,-216079.0
후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,-352470.0,,-216079.0
1. 기타포괄손익-공정가치금융자산평가손익,"6, 20",239784.0,,356472.0,
2. 순확정급여부채(자산) 재측정요소,"14, 20",-592254.0,,-572551.0,
후속적으로 당기손익으로 재분류되는 포괄손익,,,0.0,,0.0
Ⅲ. 총포괄손익,,,23230095.0,,25181020.0
