구 분,당기,전기
법인세비용차감전순이익,"44,398,855","36,533,552"
적용세율에 따른 법인세비용(*),"12,209,685","8,841,119"
조정사항,,
세무상 과세되지 않는 수익,"(16,155)","(25,704)"
세무상 차감되지 않는 비용,"24,349","168,642"
세액공제,"(653,462)","(1,186,137)"
기타,"19,311","(65,205)"
법인세비용,"11,583,728","7,732,715"
