구 분,당기,전기
기초,"6,994,986","6,433,797"
사외적립자산의 이자수익,"225,179","245,221"
사외적립자산의 재측정요소,"(90,811)","(129,963)"
사용자의 기여금,"1,819,400","643,800"
급여지급액,"(211,971)","(198,790)"
기타,"27,980",921
기말,"8,764,763","6,994,986"
