구 분,당기,전기
당기순이익,"15,615,018","15,353,323"
당기순이익 중 보통주 해당분,"13,722,639","13,492,647"
÷ 가중평균유통보통주식수(천주),"5,969,783","5,969,783"
기본 보통주 주당이익(원),"2,299","2,260"
