구 분,당기말,,,
Level 1,Level 2,Level 3,계,
자 산,,,,
단기매도가능금융자산,-,"3,021,210",-,"3,021,210"
장기매도가능금융자산,"3,104,942","12,128","88,213","3,205,283"
