구 분,당기,전기
기초잔액,"2,237,449","2,373,255"
평가액,"(531,067)","833,416"
손익반영액,"(77,501)","(969,222)"
기말잔액,"1,628,881","2,237,449"
자본에 가감되는 법인세효과,"(394,189)","(541,463)"
계,"1,234,692","1,695,986"
