구 분,당기,전기
당기순이익,"11,579,749","12,238,469"
당기순이익 중 우선주 해당분,"1,430,528","1,556,852"
÷ 가중평균유통우선주식수,"17,692","19,519"
기본 우선주 주당이익(단위: 원),"80,857","79,762"
