구 분,당기,전기
기초,"6,179,950","6,136,995"
사외적립자산의 이자수익,"237,465","266,387"
사외적립자산의 재측정요소,"(100,328)","(116,709)"
사용자의 기여금,"308,300","146,000"
급여지급액,"(336,449)","(244,080)"
기타,"(35,187)","(8,643)"
기말,"6,253,751","6,179,950"
