구 분,당기,,전기,
매출채권,미수금,매출채권,미수금,
기초,"260,588","14,912","315,020","18,045"
대손상각(환입),"(222,589)","(9,578)","(53,579)","(3,128)"
제각,-,(3),-,(1)
기타,(7),-,(853),(4)
기말,"37,992","5,331","260,588","14,912"
