구 분,당기,전기
우선주 희석순이익,"1,430,528","1,556,851"
÷ 가중평균된 유통우선주식수와 희석성 잠재적우선주의 합산 주식수,"17,692","19,519"
희석 우선주 주당이익(단위:원),"80,857","79,762"
