구 분,당기,전기
기초,"6,253,751","6,179,950"
사외적립자산의 이자수익,"240,187","237,465"
사외적립자산의 재측정요소,"(125,621)","(100,328)"
사용자의 기여금,"250,000","308,300"
급여지급액,"(185,679)","(336,449)"
기타,"1,159","(35,187)"
기말,"6,433,797","6,253,751"
