구 분,당기,전기
기초금액,"9,243,767","5,445,479"
취득,"17,303","5,602,199"
처분,"(2,197,268)","(2,351,963)"
매도가능금융자산평가,"(759,931)","(514,077)"
손상,(326),"(53,053)"
기타(*),"(77,052)","1,115,182"
기말금액,"6,226,493","9,243,767"
단기매도가능금융자산,"3,021,210","2,137,533"
장기매도가능금융자산,"3,205,283","7,106,234"
