구 분,당기,전기
기초,"124,937","262,752"
공정가치평가,"(285,585)","(137,815)"
처분으로 인한 이익잉여금 대체,"(5,987)",-
기말,"(166,635)","124,937"
차감: 자본에 가감되는 법인세효과,"43,991","(34,358)"
계,"(122,644)","90,579"
