구 분,당기,전기
당기순이익,"15,353,323","32,815,127"
당기순이익 중 보통주 해당분,"13,492,647","28,839,069"
÷ 가중평균유통보통주식수,"5,969,783","5,970,448"
기본 보통주 주당이익(단위: 원),"2,260","4,830"
