구 분,당기,전기
당기순이익,"32,815,127","28,800,837"
당기순이익 중 우선주 해당분,"3,976,058","3,498,641"
÷ 가중평균유통우선주식수,"823,042","844,643"
기본 우선주 주당이익(단위: 원),"4,831","4,142"
