구 분,당기말,,전기말,
매출채권,미수금,매출채권,미수금,
연체되지 않은 채권,"33,374,582","3,141,782","26,584,115","1,747,904"
연체된 채권:,,,,
31일 이하(*),"404,847","77,956","430,299","142,166"
31일 초과 90일 이하,"71,780","13,019","252,998","7,893"
90일 초과,"116,125","30,957","154,344","29,601"
소 계,"592,752","121,932","837,641","179,660"
계,"33,967,334","3,263,714","27,421,756","1,927,564"
