구 분,당기,전기
법인세비용(수익),"(1,832,987)","(7,865,599)"
금융수익,"(1,566,938)","(995,482)"
금융비용,"2,545,209","1,316,292"
퇴직급여,"915,298","736,004"
감가상각비,"30,285,298","25,619,594"
무형자산상각비,"2,432,272","2,614,189"
대손상각비(환입),"67,958","2,308"
배당금수익,"(9,736,333)","(29,096,899)"
유형자산처분이익,"(64,356)","(105,553)"
유형자산처분손실,"99,941","49,044"
재고자산평가손실(환입) 등,"(1,691,973)","3,558,358"
기타,"39,740","74,820"
계,"21,493,129","(4,092,924)"
