구 분,당기말,,전기말,
매출채권,미수금,매출채권,미수금,
연체되지 않은 채권,"26,584,115","1,747,904","19,948,076","2,237,287"
연체된 채권:,,,,
31일 이하(*),"430,299","142,166","581,231","651,489"
31일 초과 90일 이하,"252,998","7,893","89,722","30,611"
90일 초과,"154,344","29,601","101,678","26,511"
소 계,"837,641","179,660","772,631","708,611"
계,"27,421,756","1,927,564","20,720,707","2,945,898"
