구 분,당기말,,,전기말,
주식수,시장가치,장부가액,시장가치,장부가액,
삼성전기,"17,693,084","967,812","445,244","1,291,595","445,244"
삼성카드,"43,393,170","1,917,978","1,455,485","1,622,905","1,455,485"
삼성에스디에스(*),"17,472,110","5,128,064","560,827",-,"560,827"
삼성테크윈,"13,526,935","322,617","235,638","735,865","235,638"
