구 분,당기,전기
우선주 희석순이익,"1,920,307","2,361,450"
÷ 가중평균된 유통우선주식수와 희석성 잠재적우선주의 합산 주식수,"19,849","19,854"
희석 우선주 주당이익(단위:원),"96,746","118,942"
