구 분,당기,전기
기초,"11,982,327","10,758,672"
당기근무원가,"1,053,582","962,366"
이자원가,"642,716","613,363"
확정급여채무의 재측정요소:,,
- 인구통계적가정의 변동,-,"(61,559)"
- 재무적가정의 변동,"538,347","226,995"
- 기타사항에 의한 효과,"124,814","117,800"
급여지급액,"(1,178,887)","(653,343)"
기타,"14,803","18,033"
기말,"13,177,702","11,982,327"
