구 분,당기,전기
기초,"13,497,927","10,916,538"
사외적립자산의 이자수익,"493,875","336,133"
사외적립자산의 재측정요소,"(249,943)","(128,336)"
사용자의 기여금,"1,757,800","2,640,100"
급여지급액,"(355,311)","(276,733)"
기타,"24,547","10,225"
기말,"15,168,895","13,497,927"
