구 분,당기,전기
기타포괄손익-공정가치금융자산의 평가,"324,785","490,240"
유형자산의 본계정 대체,"43,491,326","38,188,436"
사용권자산의 취득(리스부채의 신규계약),"199,042","873,056"
사채 및 장기차입금의 유동성 대체,"22,264,226","228,492"
