구 분,유리한 변동 효과,,불리한 변동 효과,
당기손익,자본,당기손익,자본,
기타포괄손익-공정가치금융자산(*1),-,"6,327",-,"(4,182)"
기타(*2),"127,996",-,"(127,995)",-
