구 분,당기,전기
기초잔액,"819,561","1,645,871"
평가액,"(493,374)","(759,931)"
손익반영액,"(62,797)","(66,379)"
기말잔액,"263,390","819,561"
자본에 가감되는 법인세효과,"(63,740)","(198,334)"
계,"199,650","621,227"
