구 분,당기말,,전기말,
환율 상승시,환율 하락시,환율 상승시,환율 하락시,
USD,"77,795","(77,795)","119,312","(119,312)"
EUR,"(53,114)","53,114","(33,776)","33,776"
INR,"52,012","(52,012)","25,057","(25,057)"
