구 분,당기말,전기말
기타포괄손익-공정가치금융자산평가손익,"190,495","97,244"
순확정급여부채(자산) 재측정요소,"(2,219,688)","(1,577,138)"
기타,"1,760,408","1,760,408"
계,"(268,785)","280,514"
