구 분,당기,,전기,
매출채권,미수금,매출채권,미수금,
기초,"56,432","6,387","56,610","4,397"
대손상각(환입),"2,308",(145),(178),"1,994"
제각,-,(12),-,(4)
기말,"58,740","6,230","56,432","6,387"
