구 분,당기말,전기말
할인율:,,
1%p 증가,"10,888,509","9,947,680"
1%p 감소,"13,258,187","11,689,622"
임금상승률:,,
1%p 증가,"13,242,324","11,703,469"
1%p 감소,"10,880,916","9,922,271"
