구 분,당기,전기
기초,"1,098,565","963,534"
취득,"6,701","204,055"
처분,(331),"(6,930)"
공정가치평가,"101,449","(119,800)"
기타,(304),"57,706"
기말,"1,206,080","1,098,565"
