구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
관계기업 및 공동기업,삼성에스디에스㈜,66776.0,0.0,1919443.0,371699.0
관계기업 및 공동기업,삼성전기㈜,29224.0,0.0,943358.0,0.0
관계기업 및 공동기업,삼성SDI㈜,42447.0,0.0,323472.0,57648.0
관계기업 및 공동기업,㈜제일기획,24670.0,0.0,889419.0,3258.0
관계기업 및 공동기업,기타,540418.0,0.0,653269.0,4717.0
관계기업 및 공동기업,관계기업 및 공동기업 계,703535.0,0.0,4728961.0,437322.0
그 밖의 특수관계자,삼성물산㈜,84895.0,183.0,183924.0,3405441.0
그 밖의 특수관계자,기타,138575.0,0.0,423288.0,83398.0
그 밖의 특수관계자,그 밖의 특수관계자 계,223470.0,183.0,607212.0,3488839.0
기타(*2),삼성엔지니어링㈜,3580.0,0.0,38813.0,1098070.0
기타(*2),㈜에스원,24821.0,258.0,301617.0,21063.0
기타(*2),기타,121279.0,0.0,188265.0,476.0
기타(*2),기타 계,149680.0,258.0,528695.0,1119609.0
