과 목,주석,제 46 (당) 기,제 46 (당) 기_2,제 45 (전) 기,제 45 (전) 기_2
Ⅰ. 당기순이익,,,14591781.0,,17929520.0
Ⅱ. 기타포괄손익,,,-1026468.0,,-269819.0
후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,-572373.0,,-165832.0
1. 순확정급여부채 재측정요소,"17, 23",-572373.0,,-165832.0,
후속적으로 당기손익으로 재분류되는 포괄손익,,,-454095.0,,-103987.0
1. 매도가능금융자산평가손익,"9, 23",-454095.0,,-103987.0,
Ⅲ. 총포괄이익,,,13565313.0,,17659701.0
