구 분,당기말,전기말
기금이 적립되는 확정급여채무의 현재가치,5980071.0,4552971.0
기금이 적립되지 않는 확정급여채무의 현재가치,20973.0,18832.0
소 계,6001044.0,4571803.0
사외적립자산의 공정가치,-6136995.0,-3071581.0
순확정급여부채(자산) 계,-135951.0,1500222.0
