구 분,당기말 | 매출채권,당기말 | 미수금,전기말 | 매출채권,전기말 | 미수금
채권액,19136771.0,3235872.0,17946274.0,2776915.0
차감: 대손충당금,-195985.0,-9313.0,-197296.0,-19906.0
소 계,18940786.0,3226559.0,17748978.0,2757009.0
차감: 장기 채권,0.0,-7586.0,0.0,-22437.0
유동항목,18940786.0,3218973.0,17748978.0,2734572.0
