구 분,당기말,전기말
기금이 적립되는 확정급여채무의 현재가치,6416966.0,5609870.0
기금이 적립되지 않는 확정급여채무의 현재가치,15664.0,12717.0
소 계,6432630.0,5622587.0
사외적립자산의 공정가치,-6994986.0,-6433797.0
순확정급여(자산) 계,-562356.0,-811210.0
