과 목,주 석,제 50 (당) 기,제 50 (당) 기_2,제 49 (전) 기,제 49 (전) 기_2
Ⅰ. 당기순이익,,,32815127.0,,28800837.0
Ⅱ. 기타포괄손익,,,-378321.0,,319724.0
후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,-378321.0,,349950.0
1. 기타포괄손익-공정가치금융자산평가손익,"8, 23",-88340.0,,0.0,
2. 순확정급여자산 재측정요소,"17, 23",-289981.0,,349950.0,
후속적으로 당기손익으로 재분류되는 포괄손익,,,0.0,,-30226.0
1. 매도가능금융자산평가손익,"9, 23",0.0,,-30226.0,
Ⅲ. 총포괄이익,,,32436806.0,,29120561.0
