구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
종속기업,삼성디스플레이,278032.0,79.0,1098062.0,41.0
종속기업,Samsung Electronics America(SEA),27246032.0,0.0,174849.0,0.0
종속기업,Harman과 그 종속기업(*2),0.0,0.0,16157.0,0.0
종속기업,Samsung (China) Investment(SCIC),304640.0,0.0,7393.0,0.0
종속기업,Samsung Display Vietnam(SDV),1195236.0,0.0,0.0,0.0
종속기업,Samsung Semiconductor(SSI),24779232.0,0.0,412473.0,0.0
종속기업,Samsung Electronics Vietnam THAINGUYEN(SEVT),4767103.0,535.0,14008235.0,287.0
종속기업,Samsung Electronics Vietnam(SEV),3395513.0,3723.0,9627343.0,1210.0
종속기업,Samsung Electronics Europe Holding(SEEH),0.0,0.0,0.0,0.0
종속기업,Samsung (China) Semiconductor(SCS),359197.0,27005.0,4513168.0,30803.0
종속기업,Samsung Electronics Huizhou(SEHZ),1858320.0,19.0,10607639.0,261.0
종속기업,Samsung India Electronics(SIEL),3159903.0,0.0,188076.0,0.0
종속기업,Samsung Asia Private(SAPL),1815733.0,0.0,17867.0,0.0
종속기업,Samsung Electronica da Amazonia(SEDA),1351802.0,203.0,11002.0,0.0
종속기업,Shanghai Samsung Semiconductor(SSS),17175980.0,0.0,0.0,0.0
종속기업,Samsung Austin Semiconductor(SAS),557.0,67379.0,3473547.0,4495.0
종속기업,Thai Samsung Electronics(TSE),1873213.0,928.0,2031006.0,0.0
종속기업,Samsung Electronics Slovakia(SESK),870500.0,325.0,3063.0,179.0
종속기업,Samsung Suzhou LCD(SSL),35818.0,0.0,0.0,0.0
종속기업,Samsung Electronics Europe Logistics(SELS),3109695.0,0.0,16326.0,0.0
종속기업,Samsung Electronics Hungarian(SEH),288328.0,368.0,1437.0,0.0
종속기업,Samsung Electronics HCMC CE Complex(SEHC),563927.0,562.0,2774317.0,0.0
종속기업,Samsung Electronics GmbH(SEG),3449542.0,0.0,25699.0,0.0
종속기업,Samsung Electronics (UK)(SEUK),302114.0,0.0,60618.0,433.0
종속기업,Samsung Electronics Indonesia(SEIN),1196099.0,78.0,701164.0,55.0
종속기업,기타,44443049.0,12299.0,21593582.0,10183.0
종속기업,종속기업 계,143819565.0,113503.0,71363023.0,47947.0
