구 분,당기말 | 매출채권,당기말 | 미수금,전기말 | 매출채권,전기말 | 미수금
채권액,25707615.0,1553362.0,28303421.0,2242026.0
차감: 손실충당금,-260588.0,-14912.0,-315020.0,-18045.0
소 계,25447027.0,1538450.0,27988401.0,2223981.0
차감: 장기 채권,-513760.0,-23371.0,-106624.0,-22579.0
유동항목,24933267.0,1515079.0,27881777.0,2201402.0
