과 목,주석,제 49 (당) 기,제 49 (당) 기_2,제 48 (전) 기,제 48 (전) 기_2
Ⅰ. 당기순이익,,,28800837.0,,11579749.0
Ⅱ. 기타포괄손익,,,319724.0,,308057.0
후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,349950.0,,729634.0
1. 순확정급여자산 재측정요소,"17, 23",349950.0,,729634.0,
후속적으로 당기손익으로 재분류되는 포괄손익,,,-30226.0,,-421577.0
1. 매도가능금융자산평가손익,"9, 23",-30226.0,,-421577.0,
Ⅲ. 총포괄이익,,,29120561.0,,11887806.0
