구 분,당기말,전기말
기금이 적립되는 확정급여채무의 현재가치,5609870.0,5687413.0
기금이 적립되지 않는 확정급여채무의 현재가치,12717.0,9247.0
소 계,5622587.0,5696660.0
사외적립자산의 공정가치,-6433797.0,-6253751.0
순확정급여(자산) 계,-811210.0,-557091.0
