과 목,주 석,제 51 (당) 기,제 51 (당) 기_2,제 50 (전) 기,제 50 (전) 기_2
Ⅰ. 당기순이익,,,15353323.0,,32815127.0
Ⅱ. 기타포괄손익,,,-851958.0,,-378321.0
후속적으로 당기손익으로 재분류되지 않는 포괄손익,,,-851958.0,,-378321.0
1. 기타포괄손익-공정가치금융자산평가손익,"8, 22",73199.0,,-88340.0,
2. 순확정급여자산 재측정요소,"16, 22",-925157.0,,-289981.0,
후속적으로 당기손익으로 재분류되는 포괄손익,,,0.0,,0.0
Ⅲ. 총포괄손익,,,14501365.0,,32436806.0
