구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
관계기업 및 공동기업,삼성에스디에스㈜,83635.0,0.0,1837876.0,456400.0
관계기업 및 공동기업,삼성전기㈜,35565.0,0.0,1309616.0,16.0
관계기업 및 공동기업,삼성SDI㈜,55949.0,16106.0,294075.0,77813.0
관계기업 및 공동기업,㈜제일기획,24743.0,0.0,781027.0,958.0
관계기업 및 공동기업,기타,438875.0,0.0,733333.0,1772.0
관계기업 및 공동기업,관계기업 및 공동기업 계,638767.0,16106.0,4955927.0,536959.0
그 밖의 특수관계자,삼성물산㈜,111363.0,0.0,217617.0,4057175.0
그 밖의 특수관계자,기타,176123.0,0.0,455355.0,57405.0
그 밖의 특수관계자,그 밖의 특수관계자 계,287486.0,0.0,672972.0,4114580.0
기타(*2),삼성엔지니어링㈜,5488.0,0.0,80218.0,1873941.0
기타(*2),㈜에스원,10114.0,0.0,333797.0,25142.0
기타(*2),기타,104221.0,38.0,200719.0,1089.0
기타(*2),기타 계,119823.0,38.0,614734.0,1900172.0
