구분,기업명(*1),매출 등,비유동자산 처분,매입 등,비유동자산 매입
종속기업,삼성디스플레이㈜,296371.0,0.0,1109506.0,0.0
종속기업,"Samsung Electronics America, Inc.(SEA)",25947874.0,0.0,170222.0,0.0
종속기업,Harman과 그 종속기업(*2),0.0,0.0,144447.0,0.0
종속기업,"Samsung (CHINA) Investment Co., Ltd.(SCIC)",548807.0,0.0,7485.0,0.0
종속기업,"Samsung Electronics Vietnam THAINGUYEN Co., Ltd.(SEVT)",6762858.0,456.0,18745823.0,608.0
종속기업,"Samsung (China) Semiconductor Co., Ltd.(SCS)",433109.0,362161.0,5445299.0,36882.0
종속기업,"Samsung Electronics Vietnam Co., Ltd.(SEV)",4227935.0,730.0,14114536.0,458.0
종속기업,"Samsung Semiconductor, Inc.(SSI)",13538834.0,0.0,459832.0,3678.0
종속기업,Samsung Asia Private Ltd.(SAPL),1546887.0,0.0,34588.0,0.0
종속기업,"Samsung Display Vietnam Co., Ltd.(SDV)",833203.0,0.0,0.0,0.0
종속기업,Samsung Electronica da Amazonia Ltda.(SEDA),1339423.0,8.0,720.0,0.0
종속기업,Samsung India Electronics Private Ltd.(SIEL),4856926.0,107.0,2976359.0,0.0
종속기업,Samsung Austin Semiconductor LLC.(SAS),51.0,12807.0,3897162.0,0.0
종속기업,"Shanghai Samsung Semiconductor Co., Ltd.(SSS)",18401945.0,0.0,92670.0,0.0
종속기업,"Thai Samsung Electronics Co., Ltd.(TSE)",1426618.0,155.0,1824003.0,0.0
종속기업,Samsung Electronics (UK) Ltd.(SEUK),258150.0,0.0,112884.0,0.0
종속기업,"Samsung Electronics HCMC CE Complex Co., Ltd.(SEHC)",472809.0,650.0,3600154.0,0.0
종속기업,Samsung Electronics GmbH(SEG),2974269.0,0.0,18487.0,0.0
종속기업,Samsung Electronics Hungarian Private Co. Ltd.(SEH),665434.0,0.0,1564.0,26.0
종속기업,"Samsung SemiConductor Xian Co., Ltd.(SSCX)",3982935.0,0.0,118948.0,0.0
종속기업,Samsung Electronics Europe Logistics B.V.(SELS),3129396.0,0.0,18409.0,0.0
종속기업,Samsung Electronics Benelux B.V.(SEBN),19813.0,0.0,2465.0,0.0
종속기업,"Samsung Suzhou LCD Co., Ltd.(SSL)",32213.0,0.0,0.0,0.0
종속기업,"Samsung Display Dongguan Co., Ltd.(SDD)",137643.0,0.0,0.0,0.0
종속기업,기타,44985051.0,5807.0,20918718.0,9963.0
종속기업,종속기업 계,136818554.0,382881.0,73814281.0,51615.0
