구 분,당기말,전기말
기금이 적립된 확정급여채무의 현재가치,9740095.0,8265802.0
기금이 적립되지 않은 확정급여채무의 현재가치,13987.0,12106.0
소 계,9754082.0,8277908.0
사외적립자산의 공정가치,-10916538.0,-8764763.0
순확정급여부채(자산) 계,-1162456.0,-486855.0
