구 분,유리한 변동 효과 | 당기손익,유리한 변동 효과 | 자본,불리한 변동 효과 | 당기손익,불리한 변동 효과 | 자본
기타포괄손익-공정가치금융자산(*),0.0,3906.0,0.0,-2711.0
